plu_classification_id,grounded_statement_id,notice_id,opportunity_title,source_file,plu_id,context_family,context_type,canonical_object,downstream_route,matched_pattern,confidence,classification_status,source_statement,created_at
PLUC-000276,GSTMT-000484,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_2.bin,PLU-COM-003,Commercial,Price Schedule,Price Schedule,Pricing Intelligence,line item,0.86,classified,Attachment C- RFP481393 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Advanced (EnerlinX Series) or domestic equivalent PAS800L-ESX Schneider Electric 41 Total,2026-06-24 22:37:18
PLUC-000277,GSTMT-000485,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_2.bin,PLU-COM-003,Commercial,Price Schedule,Price Schedule,Pricing Intelligence,line item,0.86,classified,Attachment C- RFP481393 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Advanced (EnerlinX Series) or domestic equivalent PAS800L-ESX Schneider Electric 41 Total,2026-06-24 22:37:18
PLUC-000278,GSTMT-000486,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_2.bin,PLU-COM-003,Commercial,Price Schedule,Price Schedule,Pricing Intelligence,line item,0.86,classified,Attachment C- RFP481393 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Advanced (EnerlinX Series) or domestic equivalent PAS800L-ESX Schneider Electric 41 Total,2026-06-24 22:37:18
PLUC-000279,GSTMT-000487,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_2.bin,PLU-COM-003,Commercial,Price Schedule,Price Schedule,Pricing Intelligence,line item,0.86,classified,Attachment C- RFP481393 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Advanced (EnerlinX Series) or domestic equivalent PAS800L-ESX Schneider Electric 41 Total,2026-06-24 22:37:18
PLUC-000280,GSTMT-000488,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,PLU-SUP-003,Supplier Qualification,Certification,Certification,Supplier Capability Intelligence,certification,0.86,classified,REPRESENTATIONS AND CERTIFICATIONS - ABBREVIATED Offeror (legal business name):,2026-06-24 22:37:18
PLUC-000281,GSTMT-000489,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,PLU-SUP-008,Supplier Qualification,Registration,Registration,Eligibility Intelligence,\bsam\b,0.86,classified,You are required to register in SAM (System for Award Management) and to maintain your registration annually.,2026-06-24 22:37:18
PLUC-000282,GSTMT-000495,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_4.bin,PLU-COMP-005,Legal and Compliance,Subcontracting Requirement,Subcontracting Requirement,Subcontracting Intelligence,subcontractor,0.86,classified,and “Contracting Officer” shall mean Company’s Procurement Officer Applicable to all UT- Battelle subcontracts based on thresholds defined below 52.203-6 RESTRICTIONS ON SUBCONTRACTOR SALES TO THE GOVERNMENT (JU,2026-06-24 22:37:18
PLUC-000283,GSTMT-000501,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_5.bin,PLU-COMP-005,Legal and Compliance,Subcontracting Requirement,Subcontracting Requirement,Subcontracting Intelligence,subcontractor,0.86,classified,"There shall be no interruption in the performance of the work, and Seller shall proceed diligently with the performance of this Agreement pending final resolution of any dispute arising under this Agreement between the parties hereto or between Seller and its lower-tier subcontractors.",2026-06-24 22:37:18
PLUC-000284,GSTMT-000506,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_2.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,report,0.86,classified,"Report Cover Page AE Design Repair G702 and HP135 Geotechnical Engineering Report MCAS New River & MCB Camp Lejeune, North Carolina November 25, 2025",2026-06-24 22:37:18
PLUC-000285,GSTMT-000507,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_2.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,report,0.86,classified,"317-C Pollock Street New Bern, North Carolina 25860 Geotechnical Engineering Report AE Design Repair G702 and HP135",2026-06-24 22:37:18
PLUC-000286,GSTMT-000509,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_3.bin,PLU-EVAL-007,Evaluation,Scoring Rating,Scoring Rating,Evaluation Intelligence,acceptable,0.86,classified,ACI 318-19 Building Code Requirements for Structural Concrete ACI 360R-10 Guide to Design of Slabs-on-Ground ADA/ABA Americans with Disabilities Act (ADA) and Architectural Barrier Act (ABA) Accessibility Guidelines ASCE 7-22 Minimum Design Loads for Buildings and Other Structures ASHRAE 55 – 2023 – Thermal Environmental Conditions for Human Occupancy ASHRAE 62.1 – 2019 – Ventilation for Acceptable Indoor Ai,2026-06-24 22:37:18
PLUC-000287,GSTMT-000513,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_4.bin,PLU-SUP-005,Supplier Qualification,Key Personnel,Key Personnel,Staffing Intelligence,program manager,0.86,classified,Refer to survey findings for additional information or contact the Asbestos Program Manager.,2026-06-24 22:37:18
PLUC-000288,GSTMT-000514,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_5.bin,PLU-META-004,Metadata and Structure,Table of Contents,Table of Contents,Document Structure Intelligence,table of contents,0.86,classified,"within interior design HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package Sealed Final Submittal May 2026 Table of Contents 1.",2026-06-24 22:37:18
PLUC-000289,GSTMT-000515,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_5.bin,PLU-SUP-003,Supplier Qualification,Certification,Certification,Supplier Capability Intelligence,iso,0.86,classified,"Finish Boards within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design Point of Contact List A&E Architect Base Architectural Supervisor John Schmied, AIA, LEED AP BD+C Cathy Martin MBF Architects Architectural Design Branch/Public 317-C Pollock Street Works Division New Bern, NC 28560 1005 Michael Road (252) 637-6373 Camp Lejeune, North Carolina schmied@mbfarchitects.com 28547 (910) 451-0394 catherine.martin@usmc.mil A&E Interior Designer Jamie Kissel, NCIDQ, CID Within Interior Design 1008 Granby Street Norfolk, VA 23510 (757) 224-0489 jkissel@withindesigns.com within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design SID Narrative INTERIOR DESIGN CRITERIA Interior Design work will comply with the latest edition of the following codes and standards:",2026-06-24 22:37:18
PLUC-000290,GSTMT-000521,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,PLU-META-004,Metadata and Structure,Table of Contents,Table of Contents,Document Structure Intelligence,table of contents,0.86,classified,"25-0011 MCB Camp Lejeune, NC 15 May 2026 PROJECT TABLE OF CONTENTS DIVISION 01 - GENERAL REQUIREMENTS 01 11 00 08/25 SUMMARY OF WORK 01 14 00 04/22 WORK RESTRICTIONS (MCBL) 01 20 00 11/20, CHG 3:",2026-06-24 22:37:18
PLUC-000291,GSTMT-000522,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,PLU-COM-007,Commercial,Payment Terms,Payment Terms,Contract Administration,payment procedure,0.86,classified,"02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, CHG 7:",2026-06-24 22:37:18
PLUC-000292,GSTMT-000523,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,PLU-COM-007,Commercial,Payment Terms,Payment Terms,Contract Administration,payment procedure,0.86,classified,"02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, CHG 7:",2026-06-24 22:37:18
PLUC-000293,GSTMT-000524,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,report,0.86,classified,"08/20 SMALL PROJECT CONSTRUCTION PROGRESS SCHEDULES 01 33 00 04/22 SUBMITTAL PROCEDURES SUBMITTAL REGISTER 01 33 29 02/21 SUSTAINABILITY REQUIREMENTS AND REPORTING 01 35 26 11/20, CHG 3:",2026-06-24 22:37:18
PLUC-000294,GSTMT-000525,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,PLU-TECH-006,Technical,Acceptance Criteria,Acceptance Criteria,Quality Intelligence,inspection,0.86,classified,02/22 GOVERNMENTAL SAFETY REQUIREMENTS 01 42 00 02/19 SOURCES FOR REFERENCE PUBLICATIONS 01 45 00 08/23 QUALITY CONTROL SCHEDULE OF FIRE PROTECTION SYSTEM INSPECTIONS 01 50 00 12/21 TEMPORARY CO,2026-06-24 22:37:18
PLUC-000295,GSTMT-000527,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,report,0.86,classified,"This report summarizes our observations, analytical results, findings, and recommendations related to the work performed.",2026-06-24 22:37:18
PLUC-000296,GSTMT-000528,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,report,0.86,classified,The workdescribedinthisreportwasperformedbyECSingeneralaccordancewiththeScopeofServices described in ECS Proposal Number 49:50782P and the terms and conditions of the agreement authorizing those services.,2026-06-24 22:37:18
PLUC-000297,GSTMT-000529,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,report,0.86,classified,The workdescribedinthisreportwasperformedbyECSingeneralaccordancewiththeScopeofServices described in ECS Proposal Number 49:50782P and the terms and conditions of the agreement authorizing those services.,2026-06-24 22:37:18
PLUC-000298,GSTMT-000531,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,PLU-SUP-005,Supplier Qualification,Key Personnel,Key Personnel,Staffing Intelligence,project manager,0.86,classified,"Dawson Jenny Clark, REM Environmental Project Manager Associate Environmental Principal bdawson@ecslimited.com jclark@ecslimited.com 910-686-9114 404-640-9257 6714 Netherlands Drive, Wilmington, North Carolina 28405 • T:910-686-9114",2026-06-24 22:37:18
PLUC-000299,GSTMT-000532,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,0.86,classified,"This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in FAR Subpart 12.6, Streamlined Procedures for Evaluation and Solicitation for Commercial Products and Commercial Services as supplemented with additional information included in this notice.",2026-06-24 22:37:18
PLUC-000300,GSTMT-000533,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,"This is an unrestricted requirement under NAICS Code 423930, Recyclable Materials Services.",2026-06-24 22:37:18
PLUC-000301,GSTMT-000534,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-ADM-003,Delivery and Administration,Schedule,Schedule,Schedule Intelligence,schedule,0.86,classified,"See Attachment 1, Schedule of Prices.",2026-06-24 22:37:18
PLUC-000302,GSTMT-000535,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-ADM-003,Delivery and Administration,Schedule,Schedule,Schedule Intelligence,schedule,0.86,classified,"See Attachment 1, Schedule of Prices.",2026-06-24 22:37:18
PLUC-000303,GSTMT-000536,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,The National Archives and Records Administration (NARA) has a requirement for off-site commercial secure document destruction for various Federal Records Centers (see attachment 1).,2026-06-24 22:37:18
PLUC-000304,GSTMT-000537,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,The National Archives and Records Administration (NARA) has a requirement for off-site commercial secure document destruction for various Federal Records Centers (see attachment 1).,2026-06-24 22:37:18
PLUC-000305,GSTMT-000539,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
PLUC-000306,GSTMT-000540,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
PLUC-000307,GSTMT-000541,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"Washington Counties of King and Snohomish ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.36 01012 - Accounting Clerk II 25.09 01013 - Accounting Clerk III 28.07 01020 - Administrative Assistant 39.00 01035 - Court Reporter 30.10 01041 - Customer Service Representative I 20.05 01042 - Customer Service Representative II 21.88 01043 - Customer Service Representative III 24.56 01051 - Data Entry Operator I 20.28 01052 - Data Entry Operator II 22.13 01060 - Dispatcher, Motor Vehicle 28.38 01070 - Document Preparation Clerk 21.80 01090 - Duplicating Machine Operator 21.80 01111 - General Clerk I 21.05 01112 - General Clerk II 22.98 01113 - General Clerk III 25.79 01120 - Housing Referr",2026-06-24 22:37:18
PLUC-000308,GSTMT-000542,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"Washington Counties of King and Snohomish ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.36 01012 - Accounting Clerk II 25.09 01013 - Accounting Clerk III 28.07 01020 - Administrative Assistant 39.00 01035 - Court Reporter 30.10 01041 - Customer Service Representative I 20.05 01042 - Customer Service Representative II 21.88 01043 - Customer Service Representative III 24.56 01051 - Data Entry Operator I 20.28 01052 - Data Entry Operator II 22.13 01060 - Dispatcher, Motor Vehicle 28.38 01070 - Document Preparation Clerk 21.80 01090 - Duplicating Machine Operator 21.80 01111 - General Clerk I 21.05 01112 - General Clerk II 22.98 01113 - General Clerk III 25.79 01120 - Housing Referr",2026-06-24 22:37:18
PLUC-000309,GSTMT-000543,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
PLUC-000310,GSTMT-000544,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
PLUC-000311,GSTMT-000545,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"California Counties of Riverside and San Bernardino ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",2026-06-24 22:37:18
PLUC-000312,GSTMT-000546,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"California Counties of Riverside and San Bernardino ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",2026-06-24 22:37:18
PLUC-000313,GSTMT-000547,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
PLUC-000314,GSTMT-000548,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
PLUC-000315,GSTMT-000549,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"Illinois Counties of Cook, Du Page and McHenry ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.30 01012 - Accounting Clerk II 21.66 01013 - Accounting Clerk III 24.23 01020 - Administrative Assistant 37.66 01035 - Court Reporter 33.31 01041 - Customer Service Representative I 17.99 01042 - Customer Service Representative II 19.63 01043 - Customer Service Representative III 22.03 01051 - Data Entry Operator I 18.06 01052 - Data Entry Operator II 19.71 01060 - Dispatcher, Motor Vehicle 29.26 01070 - Document Preparation Clerk 21.29 01090 - Duplicating Machine Operator 21.29 01111 - General Clerk I 17.84 01112 - General Clerk II 19.47 01113 - General Clerk III 21.85 01120 - Housing Ref",2026-06-24 22:37:18
PLUC-000316,GSTMT-000550,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"Illinois Counties of Cook, Du Page and McHenry ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.30 01012 - Accounting Clerk II 21.66 01013 - Accounting Clerk III 24.23 01020 - Administrative Assistant 37.66 01035 - Court Reporter 33.31 01041 - Customer Service Representative I 17.99 01042 - Customer Service Representative II 19.63 01043 - Customer Service Representative III 22.03 01051 - Data Entry Operator I 18.06 01052 - Data Entry Operator II 19.71 01060 - Dispatcher, Motor Vehicle 29.26 01070 - Document Preparation Clerk 21.29 01090 - Duplicating Machine Operator 21.29 01111 - General Clerk I 17.84 01112 - General Clerk II 19.47 01113 - General Clerk III 21.85 01120 - Housing Ref",2026-06-24 22:37:18
PLUC-000317,GSTMT-000551,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
PLUC-000318,GSTMT-000552,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
PLUC-000319,GSTMT-000553,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"Colorado Counties of Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson and Park ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.19 01012 - Accounting Clerk II 24.91 01013 - Accounting Clerk III 27.86 01020 - Administrative Assistant 31.69 01035 - Court Reporter 36.35 01041 - Customer Service Representative I 18.56 01042 - Customer Service Representative II 20.26 01043 - Customer Service Representative III 22.74 01051 - Data Entry Operator I 21.42 01052 - Data Entry Operator II 23.38 01060 - Dispatcher, Motor Vehicle 25.29 01070 - Document Preparation Clerk 22.38 01090 - Duplicating Machine Operator 22.38 01111 - General Clerk I 22.31 01112 - Genera",2026-06-24 22:37:18
PLUC-000320,GSTMT-000554,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"Colorado Counties of Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson and Park ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.19 01012 - Accounting Clerk II 24.91 01013 - Accounting Clerk III 27.86 01020 - Administrative Assistant 31.69 01035 - Court Reporter 36.35 01041 - Customer Service Representative I 18.56 01042 - Customer Service Representative II 20.26 01043 - Customer Service Representative III 22.74 01051 - Data Entry Operator I 21.42 01052 - Data Entry Operator II 23.38 01060 - Dispatcher, Motor Vehicle 25.29 01070 - Document Preparation Clerk 22.38 01090 - Duplicating Machine Operator 22.38 01111 - General Clerk I 22.31 01112 - Genera",2026-06-24 22:37:18
PLUC-000321,GSTMT-000555,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_7.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
PLUC-000322,GSTMT-000556,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_7.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-24 22:37:18
