structured_requirement_id,grounded_statement_id,notice_id,opportunity_title,source_file,source_object_type,actor,action,artifact_type,artifact,quantity,condition,mandatory_flag,requirement_statement,structure_confidence
SREQ-000216,GSTMT-000349,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_19.bin,general_requirement_statement,offeror,submit,proposal_volume,offer,,if applicable) *If proposing as a JV Offerors shall submit your written agreement with the Cover Letter **If proposing as a,yes,Joint Venture/Mentor Protégé Information (if applicable) *If proposing as a JV Offerors shall submit your written agreement with the Cover Letter **If proposing as a Mentor Protégé Offerors shall provide verification of the SBA signed agreement with the Cover Letter Are you proposing as a JV?,0.95
SREQ-000217,GSTMT-000351,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,proposal_instruction,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
SREQ-000218,GSTMT-000352,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,evaluation_factor,,,process_artifact,attachment,,,unknown,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",0.55
SREQ-000219,GSTMT-000355,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,proposal_instruction,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
SREQ-000220,GSTMT-000356,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,evaluation_factor,,,process_artifact,attachment,,,unknown,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",0.55
SREQ-000221,GSTMT-000359,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,proposal_instruction,,,proposal_volume,offer,,"if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and",unknown,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",0.55
SREQ-000222,GSTMT-000360,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,evaluation_factor,,,process_artifact,attachment,,,unknown,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",0.55
SREQ-000223,GSTMT-000362,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_1.bin,certification_requirement,offeror,,proposal_volume,offer,,,unknown,"47 the Buy Indian Act, the signature below constitutes self-certification that the Offeror meets the definition of an “Indian Economic Enterprise” (HHSAR 326.601) in response to this Sources Sought Notice, Request for Information (RFI) or Solicitation and resultant contract.",0.7
SREQ-000224,GSTMT-000363,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_1.bin,general_requirement_statement,,meet,,,,,yes,The enterprise must meet the definition of “Indian Economic Enterprise” throughout the following time periods:,0.7
SREQ-000225,GSTMT-000364,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_1.bin,general_requirement_statement,contractor,provide,,,,"if the Contractor no longer meets the eligibility requirements, the contractor must provide immediate written notification",yes,"At any point during these periods, if the Contractor no longer meets the eligibility requirements, the contractor must provide immediate written notification to the Contracting Officer.",0.85
SREQ-000226,GSTMT-000368,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,clearance_requirement,contractor,,security_or_clearance,secret,,,yes,"Breach, Designated Record Set, Disclosure, Health Care Operations, Individual, Minimum Necessary, Notice of Privacy Practices, PHI, Required by Law, Secretary, Security Incident, Subcontractor, Unsecured PHI, and Use.",0.8
SREQ-000227,GSTMT-000371,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,procurement_artifact,contractor,,process_artifact,attachment,,,unknown,"Emergency Department Physician 2026-2027 Performance Work Statement (PWS) for Non-Personal Services EMERGENCY DEPARTMENT SUPERTRACK – EM PHYSICIAN Table of Contents Section Page 1.0 General 2-4 2.0 Definitions 4-6 3.0 Government Furnished Information, Property, & Services 6-7 4.0 Contractor Furnished Property 7 5.0 Performance-Based Requirements 8-11 6.0 Contractor Qualification Requirements 11-14 7.0 Order of Precedence/Challenges to Conflicts 14 8.0 Performance Requirements Summary (PRS) 15 9.0 List of Attachments and Exhibits 16 1 PWS:",0.7
SREQ-000228,GSTMT-000372,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,general_requirement_statement,,support,,,,,unknown,This performance work statement describes the requirements for non-personal services for a(n) EMERGENCY PHYSICIAN) to support the mission of the Indian Health Service (IHS).,0.6
SREQ-000229,GSTMT-000376,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,proposal_instruction,,,proposal_volume,quote,,,unknown,Quotes are being requested and a separate written solicitation will not be issued.,0.55
SREQ-000230,GSTMT-000377,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,evaluation_factor,,,pricing,unit price,,,unknown,Description Quantity Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs.,0.55
SREQ-000231,GSTMT-000379,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,procurement_artifact,,,process_artifact,attachment,,,unknown,TOTAL Performance Work Statement (PWS) is included as an attachment.,0.55
SREQ-000232,GSTMT-000382,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,deliverable_requirement,,,deliverable_or_plan,management plan,,,unknown,Safety Management Plan ADD YOUR COMPANY NAME AND DATA Project:__ ADD THE NAME OF YOUR PROJECT HERE Location:____ ADD THE PROJECT LOCATION HERE Date:,0.55
SREQ-000233,GSTMT-000383,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,deliverable_requirement,,,deliverable_or_plan,safety plan,,,unknown,ADD THE DATE THE MANAGEMENT PLAN WILL BE DELIEVERED SAFETY PLAN:,0.55
SREQ-000234,GSTMT-000384,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,deliverable_requirement,contractor,,deliverable_or_plan,safety plan,,,unknown,SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details the responsibilities related to Safety and Health for the ADD THE NAME OF YOUR PROJECT HERE project.,0.7
SREQ-000235,GSTMT-000385,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,staffing_requirement,project manager,,staffing_or_personnel,project manager,,,unknown,"The responsibilities and other issues declared in this document will be applied to all the stages of the project, extra or different requirements will be established directly by the Project Manager and/or the POSHO when needed.",0.7
SREQ-000236,GSTMT-000386,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,deliverable_requirement,contractor,,deliverable_or_plan,safety plan,,,unknown,"We, ADD YOUR COMPANY NAME, and all our subcontractors will follow this safety plan and guarantee full access to it in case needed.",0.7
SREQ-000237,GSTMT-000387,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,certification_requirement,contractor,,certification_or_standard,nist,,,unknown,The contractor will follow the more restrictive standard between the Safety and Health Requirements Manual established by the US Army Corps of Engineers (http://www.publications.usace.army.mil/Portals/76/Publications/EngineerManuals/EM_385-1-1.pdf) or the Mexican laws on industrial safety as established by the Ministry of Labor as follows:,0.7
SREQ-000238,GSTMT-000388,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,general_requirement_statement,contractor,demonstrate,,,,,yes,General Safety Requirements The contractor must demonstrate understanding of his/her responsibilities related to the safety requirements by addressing hazards in preplanning processes and meetings.,0.85
SREQ-000239,GSTMT-000389,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,general_requirement_statement,,submit,,,,,optional_or_conditional,A1 We may submit diagrams subject to security assessment.,0.65
SREQ-000240,GSTMT-000390,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,procurement_artifact,,,process_artifact,attachment,,,unknown,"The asset inventory in Attachment B lists only bi-folding gates, control panels, and gate backup UPS units.",0.55
SREQ-000241,GSTMT-000391,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,certification_requirement,government,,certification_or_standard,nist,,"if any generator systems are included under this contract's technical scope, or if these references are administrative erro",unknown,"Can the Government please clarify if any generator systems are included under this contract's technical scope, or if these references are administrative errors?",0.7
SREQ-000242,GSTMT-000395,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,evaluation_factor,contractor,provide,,,,"within the fixed-price base rate, or will the Embassy provide existing proprietary software tools to our technicians on-site?",unknown,"Is the contractor expected to purchase new software licenses within the fixed-price base rate, or will the Embassy provide existing proprietary software tools to our technicians on-site?",0.75
SREQ-000243,GSTMT-000396,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,certification_requirement,offeror,,proposal_volume,offer,,,unknown,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Attachment B - Equipment List  Attachment C - Bavak Test Protocol (Specific to Bavak Speed Gate)  Attachment D - Inspection Report (Specific to Bavak Speedgate)  Attachment E - Payment Registration Form – Pesos  Attachment F - Payment Registration– USD to a bank in the United States  Attachment G - Payment Registration– USD to a bank in Mexico  Attachment H - Vendor Portal Registration  Attachment I - Safety Plan SECTION 2 - CONTRACT CLAUSES  Contract Clauses  Addendum to Contract Clauses - FAR and DOSAR Clauses not Prescribed in Part 12 SECTION 3 - SOLICITATION PROVISIONS  Solicitation Provisions  Addendum to Solicitation Provisions - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 4 - EVALUATION FACTORS  Evaluation Factors  Addendum to Evaluation Factors - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 5 - REPRESENTATIONS AND CERTIFICATIONS  Addendum to Offeror Representations and Certifications - FAR and DOSAR Provisions not Prescribed in Part 12 SBU - CONTRACTING AND ACQUISITIONS SECTION 1 - THE SCHEDULE CONTINUATION TO SF-1449 RFQ NUMBER 19MX5326Q0043 Block 20 - SCHEDULE OF SUPPLIES/SERVICES 1 DESCRIPTION The U.S.,0.7
SREQ-000244,GSTMT-000403,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_4.bin,certification_requirement,,,certification_or_standard,nist,,,unknown,"ADMINISTERED BY CODE United States Embassy Mexico City United States Embassy Mexico City Facility Management Office Facility Management Office Presa Angostura 225, Irrigación, 11500, Presa Angostura 225, Irrigación, 11500, CDMX, Mexico CDMX, Mexico Ciudad de Mexico.",0.55
SREQ-000245,GSTMT-000404,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,proposal_instruction,,submit,proposal_volume,quote,,,unknown,19MX5326Q0043 for Anti-Climb bi-folding gates maintenance The Embassy of the United States of America invites you to submit a quote Anti-Climb bi-folding gates maintenance to be performed at the U.S.,0.75
SREQ-000246,GSTMT-000405,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,proposal_instruction,,,proposal_volume,quote,,,yes,"Your quote must be submitted to the address shown on paragraph 3.3.2.2 – Submission Date and Address under Section 3 of the solicitation document on or before 12:00 hours (noon), Mexico City's local time on Friday, June 19, 2026.",0.65
SREQ-000247,GSTMT-000406,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,proposal_instruction,,,proposal_volume,quote,,,unknown,No quotes will be accepted after this time.,0.5
SREQ-000248,GSTMT-000407,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,proposal_instruction,,submit,proposal_volume,quote,,,yes,"In order for a quote to be considered, you must also complete and submit the following:",0.85
SREQ-000249,GSTMT-000408,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,certification_requirement,vendor,,pricing,unit price,,,optional_or_conditional,"Volume Title  Completed and executed SF-1449 cover sheet (Blocks 17a, 18a, 19, 20, and 23)  Completed Attachment E, F, or G – Payment Registration Form (as applicable based on Section 1.4) I  Completed Section 5 - Representations and Certifications  SAM Unique Entity ID (UEI)  CAGE/NCAGE Code  Evidence of active registration in SAM.gov  Vendor Portal Registration (Attachment H)  Completed Block 23 - Unit Price (Section 1, pages 13-15) showing:",0.8
SREQ-000250,GSTMT-000414,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 1 2 2.,0.55
SREQ-000251,GSTMT-000415,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,certification_requirement,,,certification_or_standard,nist,,If other than Item 6) CODE 19MX53 8,unknown,ADMINISTERED BY (If other than Item 6) CODE 19MX53 8.,0.5
SREQ-000252,GSTMT-000416,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,AMENDMENT OF SOLICITATION NUMBER AMERICAN EMBASSY MEXICO 19MX5326Q0043 PASEO DE LA REFORMA 305 ATTN:,0.55
SREQ-000253,GSTMT-000417,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.,0.55
SREQ-000254,GSTMT-000418,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,procurement_artifact,,acknowledge,proposal_volume,offer,,"prior to the hour and date specified in the solicitation or as amended, by one of the following methods",yes,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:",0.85
SREQ-000255,GSTMT-000419,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,"1 (a) By completing items 8 and 15, and returning copies of the amendment;",0.55
SREQ-000256,GSTMT-000420,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,procurement_artifact,,,proposal_volume,offer,,,unknown,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;,0.55
SREQ-000257,GSTMT-000421,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.,0.55
SREQ-000258,GSTMT-000422,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,general_requirement_statement,,provide,,,,,unknown,• Are you able to provide photos of the installation area?,0.55
SREQ-000259,GSTMT-000427,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,general_requirement_statement,,provide,,,,,unknown,Please provide the material according to the submitted specifications;,0.6
SREQ-000260,GSTMT-000429,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,general_requirement_statement,government,provide,,,,,unknown,Can the government provide the official engineering or architectural drawings/schematics for these structures?,0.75
SREQ-000261,GSTMT-000431,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,general_requirement_statement,,provide,,,,"If concrete footings are required, please provide the minimum depth and PSI requirements",yes,"If concrete footings are required, please provide the minimum depth and PSI requirements.",0.7
SREQ-000262,GSTMT-000434,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_2.bin,general_requirement_statement,,comply,,,,,yes,All plate products shall comply with astm a572 grade 50.,0.65
SREQ-000263,GSTMT-000438,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,general_requirement_statement,,,process_artifact,solicitation,,in accordance with the format in FAR 12,unknown,"This is a combined synopsis/solicitation for Shade Structure Canopy in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",0.55
SREQ-000264,GSTMT-000439,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,proposal_instruction,,,proposal_volume,quote,,,unknown,"quotes are being requested, and a written solicitation will not be issued.",0.55
SREQ-000265,GSTMT-000440,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,general_requirement_statement,,award,process_artifact,solicitation,,in accordance with the format in FAR 12,unknown,"The 164th Airlift Wing located at 4593 Swinnea Memphis, TN 38118, is issuing a combined synopsis/solicitation for a single award contract to be prepared in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",0.75
SREQ-000266,GSTMT-000442,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,proposal_instruction,,,proposal_volume,quote,,,unknown,This Request for Quote (RFQ) for Shade Structure Canopy is being set aside for Total Small Businesses.,0.55
SREQ-000267,GSTMT-000443,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,evaluation_factor,government,award,,,,,unknown,The Government intends to award a Firm-Fixed Price contract.,0.75
SREQ-000268,GSTMT-000444,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,proposal_instruction,vendor,submit,proposal_volume,quote,,"If you cannot quote all items requested in this RFQ, please submit quote on what you can provide, as it may be considered i",optional_or_conditional,"If you cannot quote all items requested in this RFQ, please submit quote on what you can provide, as it may be considered if government determines best for the government, however it's the government's intent to award to a vendor who can provide all that is requested.",0.95
SREQ-000269,GSTMT-000445,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,general_requirement_statement,,meet,process_artifact,solicitation,,,unknown,"Meaning, the goal of this solicitation is to find a small business to meet the requirements of the 164th Airlift Wing.",0.75
SREQ-000270,GSTMT-000446,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,evaluation_factor,offeror,award,proposal_volume,offer,,,unknown,“Award will be made to the offeror who represents the best value to the,0.9
SREQ-000271,GSTMT-000448,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,experience_requirement,contractor,,proposal_volume,past performance,,,unknown,Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is intended for use as source selection information and as such is deemed Source Selection Sensitive.,0.7
SREQ-000272,GSTMT-000454,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 1 2 2.,0.55
SREQ-000273,GSTMT-000455,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,certification_requirement,,,certification_or_standard,nist,,"If other than Item 6)CODE NPS, NER - NE MABO Boston National Historical Park Charlestown Navy Yard Building I-1 Boston MA 0",unknown,"ISSUED BY CODE PNN 7.ADMINISTERED BY (If other than Item 6)CODE NPS, NER - NE MABO Boston National Historical Park Charlestown Navy Yard Building I-1 Boston MA 02129-4543 8.",0.55
SREQ-000274,GSTMT-000456,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,AMENDMENT OF SOLICITATION NUMBER (X) 140P4326R0013 9B.,0.5
SREQ-000275,GSTMT-000457,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,procurement_artifact,,,proposal_volume,offer,,,unknown,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.The hour and date specified for receipt of Offers is extended.,0.55
SREQ-000276,GSTMT-000458,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,procurement_artifact,,acknowledge,proposal_volume,offer,,"prior to the hour and date specified in the solicitation or as amended, by one of the following methods",yes,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:",0.85
SREQ-000277,GSTMT-000459,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,"(a) By completing items 8 and 15, and returning 1 copies of the amendment;",0.55
SREQ-000278,GSTMT-000460,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,procurement_artifact,,,proposal_volume,offer,,,unknown,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;,0.55
SREQ-000279,GSTMT-000461,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.,0.55
SREQ-000280,GSTMT-000462,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_4.bin,certification_requirement,,provide,certification_or_standard,nist,,,yes,Construction Contract Administration Federal Acquisition Regulation (FAR) 36.211(b) requires agencies provide description of policies and procedures that apply to definitization of equitable adjustments for change orders under construction contracts and data on the time required to definitize equitable adjustments for change orders under construction contracts.,0.85
SREQ-000281,GSTMT-000463,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,proposal_instruction,offeror,award,proposal_volume,offer,,,yes,"DATE ISSUED PAGE OF PAGES AND AWARD 140P4326R0013 SEALED BID (IFB) INVITATION FOR BID 05/15/2026 1 55 (Construction, Alteration, or Repair) NEGOTIATED (RFP) REQUEST FOR PROPOSAL IMPORTANT - The ""offer"" section on the reverse must be fully completed by offeror.",0.95
