expression_id,canonical_statement_id,expression_family,expression_type,expression_intent,matched_pattern,expression_confidence,is_recurring_expression,is_boilerplate_candidate,source_count,duplicate_count,cluster_size,opportunity_title_sample,expression_text,created_at
PEL-000280,CGS-000280,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"1 (a) By completing items 8 and 15, and returning copies of the amendment;",2026-06-26 09:36:38
PEL-000281,CGS-000281,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Shade Structure Canopy,• Are you able to provide photos of the installation area?,2026-06-26 09:36:38
PEL-000282,CGS-000282,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,The government requires material specified and the government will be installing the canopy.,2026-06-26 09:36:38
PEL-000283,CGS-000283,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Shade Structure Canopy,• Could you please clarify the required size?,2026-06-26 09:36:38
PEL-000284,CGS-000284,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"In Section 1, the requirement states 2 shades of 20' x 25' each (overall 40' x 25'), while Section 9C refers to a 40' x 40' shade.",2026-06-26 09:36:38
PEL-000285,CGS-000285,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"2 - 20'x25' or 1 - 40'x25' • Additionally, please let us know whether the specifications are flexible or if they are strict, non-negotiable requirements.",2026-06-26 09:36:38
PEL-000286,CGS-000286,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Shade Structure Canopy,Please provide the material according to the submitted specifications;,2026-06-26 09:36:38
PEL-000287,CGS-000287,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"The specification document references field connections ""indicated on the drawings"".",2026-06-26 09:36:38
PEL-000288,CGS-000288,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,Can the government provide the official engineering or architectural drawings/schematics for these structures?,2026-06-26 09:36:38
PEL-000289,CGS-000289,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"Can you clarify if the government requires a poured-in-place concrete footing below grade for surface mounting, or if a direct-bury method is anticipated?",2026-06-26 09:36:38
PEL-000290,CGS-000290,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"If concrete footings are required, please provide the minimum depth and PSI requirements.",2026-06-26 09:36:38
PEL-000291,CGS-000291,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,The government requires everything specified and the government will be installing the canopy.,2026-06-26 09:36:38
PEL-000292,CGS-000292,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"All structural shapes shall be cold formed hss astm a500 grade c, unless otherwise noted, typical mechanical properties for hss products:",2026-06-26 09:36:38
PEL-000293,CGS-000293,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Shade Structure Canopy,All plate products shall comply with astm a572 grade 50.,2026-06-26 09:36:38
PEL-000294,CGS-000294,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,All steel tubing shall be triple coated for rust protection using the in-line electroplating Coat process.,2026-06-26 09:36:38
PEL-000295,CGS-000295,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,Tubing shall be internally coated with zinc and organic coatings to prevent corrosion As manufactured by allied tube & conduit.,2026-06-26 09:36:38
PEL-000296,CGS-000296,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"Structural steel shall be detailed, fabricated and erected in accordance with a.i.s.c.",2026-06-26 09:36:38
PEL-000297,CGS-000297,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"This is a combined synopsis/solicitation for Shade Structure Canopy in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",2026-06-26 09:36:38
PEL-000298,CGS-000298,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"The 164th Airlift Wing located at 4593 Swinnea Memphis, TN 38118, is issuing a combined synopsis/solicitation for a single award contract to be prepared in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",2026-06-26 09:36:38
PEL-000299,CGS-000299,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"The North American Industry Classification System (NAICS) Code for this requirement is 314910 Textile Bag and Canvas Mills, with a Small Business size standard of 500 employees.",2026-06-26 09:36:38
PEL-000300,CGS-000300,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,This Request for Quote (RFQ) for Shade Structure Canopy is being set aside for Total Small Businesses.,2026-06-26 09:36:38
PEL-000301,CGS-000301,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Shade Structure Canopy,The Government intends to award a Firm-Fixed Price contract.,2026-06-26 09:36:38
PEL-000302,CGS-000302,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"If you cannot quote all items requested in this RFQ, please submit quote on what you can provide, as it may be considered if government determines best for the government, however it's the government's intent to award to a vendor who can provide all that is requested.",2026-06-26 09:36:38
PEL-000303,CGS-000303,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Shade Structure Canopy,"Meaning, the goal of this solicitation is to find a small business to meet the requirements of the 164th Airlift Wing.",2026-06-26 09:36:38
PEL-000304,CGS-000304,Evaluation,Best Value Award Basis,Source Selection,best value,0.9,no,no,1,0,1,Shade Structure Canopy,"""Award will be made to the offeror who represents the best value to the",2026-06-26 09:36:38
PEL-000305,CGS-000305,Commercial,Pricing Schedule,Pricing,line item,0.9,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,www.NPS.gov/GEWA February 2026 PROJECT MANUAL COVER 00 01 00 - Page 2 of 2 Upgrade HVAC System George Washington Birthplace National Monument PMIS # 305342 TABLE OF CONTENTS 01 00 00 GENERAL REQUIREMENTS 01 10 00 SUMMARY OF WORK 01 26 01 CONTRACT MODIFICATION PROCEDURES 01 27 00 DEFINITION OF CONTRACT LINE ITEMS 01 31 00 PROJECT MANAGEMENT AND COORDINATION 01 32 16 CONSTRUCTION SCHEDULE 01 32 33 PHOTOGRAPHIC DOCUMENTATION 01 33 00 SUBMITTAL PROCEDURES 01 35 13.22 ARCHEOLOGICAL PROTECTION 01 35 23 SAFETY REQUIREMENTS 01 35 91 HISTORIC PRESERVATION TREATMENT PROCEDURES 01 40 00 QUALITY REQUIREMENTS 01 42 00 REGERENCE STANDARDS 01 67 00 PRODUCT REQUIREMENTS 01 73 29 CUTTING AND PATCHING 01 73 40 EXECUTION 01 74 19 CONSTRUCTION WASTE MANAGEMENT AND DISPOSAL 01 77 00 CLOSEOUT PROCEDURES 01 78 23 OPERATION AND MAINTENANCE DATA 01 79 00 DEMONSTRATION & TRAINING 02 41 19 SELECTI,2026-06-26 09:36:38
PEL-000306,CGS-000306,Proposal,Proposal Volume Structure,Submission Structure,past performance,0.9,yes,no,2,1,2,N--George Washington Birthplace National Monument- RE,Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is intended for use as source selection information and as such is deemed Source Selection Sensitive.,2026-06-26 09:36:38
PEL-000307,CGS-000307,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,"Statements or comments provided in the questionnaire do not signify an express or implied endorsement of any product, supply, service, or enterprise.",2026-06-26 09:36:38
PEL-000308,CGS-000308,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,"This information shall not be construed as an endorsement by the Government or its employee(s) of the contractor for advertising purposes or in a manner that implies the contractor, its products, or services, are approved, endorsed, or considered by the Government to be superior to other products or services.",2026-06-26 09:36:38
PEL-000309,CGS-000309,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,"The contractor shall not be permitted to use any information provided in this questionnaire to publicize, or otherwise circulate, promotional materials that state or imply Governmental, organizational, group, expert, or individual endorsement or consumer testimonial of a product, service, or position which the contractor represents.",2026-06-26 09:36:38
PEL-000310,CGS-000310,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,"DIAR 1452.203-70 Restriction on Endorsements - Department of the interior (JUL 1996) The Contractor shall not refer to contracts awarded by the Department of the Interior in commercial advertising, as defined in FAR 31.205-1, in a manner which states or implies that the product or service provided is approved or endorsed by the Government or is considered by the Government to be superior to other products or services.",2026-06-26 09:36:38
PEL-000311,CGS-000311,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,"ISSUED BY CODE PNN 7.ADMINISTERED BY (If other than Item 6)CODE NPS, NER - NE MABO Boston National Historical Park Charlestown Navy Yard Building I-1 Boston MA 02129-4543 8.",2026-06-26 09:36:38
PEL-000312,CGS-000312,Administrative,Solicitation Amendment,Document Administration,amendment of solicitation,0.9,no,yes,1,0,1,N--George Washington Birthplace National Monument- RE,AMENDMENT OF SOLICITATION NUMBER (X) 140P4326R0013 9B.,2026-06-26 09:36:38
PEL-000313,CGS-000313,Administrative,Solicitation Amendment,Document Administration,the above numbered solicitation is amended,0.9,yes,yes,3,2,3,N--George Washington Birthplace National Monument- RE,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.The hour and date specified for receipt of Offers is extended.,2026-06-26 09:36:38
PEL-000314,CGS-000314,Legal and Compliance,FAR Clause,Compliance,federal acquisition regulation,0.9,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,Construction Contract Administration Federal Acquisition Regulation (FAR) 36.211(b) requires agencies provide description of policies and procedures that apply to definitization of equitable adjustments for change orders under construction contracts and data on the time required to definitize equitable adjustments for change orders under construction contracts.,2026-06-26 09:36:38
PEL-000315,CGS-000315,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,"DATE ISSUED PAGE OF PAGES AND AWARD 140P4326R0013 SEALED BID (IFB) INVITATION FOR BID 05/15/2026 1 55 (Construction, Alteration, or Repair) NEGOTIATED (RFP) REQUEST FOR PROPOSAL IMPORTANT - The ""offer"" section on the reverse must be fully completed by offeror.",2026-06-26 09:36:38
PEL-000316,CGS-000316,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,(Include area code) (NO COLLECT CALLS) INFORMATION CALL Samuel McKenzie 0000000000 SOLICITATION NOTE:,2026-06-26 09:36:38
PEL-000317,CGS-000317,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,"THE GOVERNMENT REQUIRES PERFORMANCE OF THE WORK DESCRIBED IN THESE DOCUMENTS (Title, identifying number, date) The National Park Service, Northeast Region, New England Major Acquisition Buying Office, is issuing this Request for Proposal (RFP) for a construction requirement at George Washington Birthplace National Monument at Colonial Beach, Virginia.",2026-06-26 09:36:38
PEL-000318,CGS-000318,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,Detailed Specifications and Drawings and are provided with final solicitation documents.,2026-06-26 09:36:38
PEL-000319,CGS-000319,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,This requirement is being solicited as a Service-Disabled Veteran-Owned Small Business,2026-06-26 09:36:38
PEL-000320,CGS-000320,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,Pre-Proposal Clarifications DRAWING(S):,2026-06-26 09:36:38
PEL-000321,CGS-000321,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,"Please provide any available testing data, commissioning reports, or historical maintenance records for the existing geothermal well field.",2026-06-26 09:36:38
PEL-000322,CGS-000322,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,N--George Washington Birthplace National Monument- RE,MBH THOUSAND BRITISH THERMAL ROUND RETURN OR AAV AUTOMATIC AIR VENT UNITS PER HOUR ROUND SUPPLY EXHAUST BALL VALVE AC AIR CONDITIONING MCA MINIMUM CIRCUIT AMPS 2.,2026-06-26 09:36:38
PEL-000323,CGS-000323,Proposal,Proposal Volume Structure,Submission Structure,price proposal,0.9,yes,no,3,2,3,EcoStruxure Panel Server Advanced (EnerlinX Series),"PR481393 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",2026-06-26 09:36:38
PEL-000324,CGS-000324,Evaluation,LPTA Award Basis,Source Selection,"lowest priced, technically acceptable",0.9,yes,no,4,3,4,EcoStruxure Panel Server Advanced (EnerlinX Series),"An award will be made based on the lowest priced, technically acceptable proposal.",2026-06-26 09:36:38
PEL-000325,CGS-000325,Commercial,Firm Fixed Price,Contract Type,firm fixed price,0.9,yes,no,4,3,4,EcoStruxure Panel Server Advanced (EnerlinX Series),Firm Fixed Price Small Business Set-Aside:,2026-06-26 09:36:38
PEL-000326,CGS-000326,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,EcoStruxure Panel Server Advanced (EnerlinX Series),ORNL is reques*ng a quote for the same or domes*c equivalent of an EcoStruxure Panel Server Advanced (EnerlinX Series).,2026-06-26 09:36:38
PEL-000327,CGS-000327,Administrative,Short Administrative Expression,Review,,0.45,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),Please provide the following documents in response to this proposal:,2026-06-26 09:36:38
PEL-000328,CGS-000328,Commercial,Firm Fixed Price,Contract Type,firm fixed price,0.9,yes,yes,6,5,6,EcoStruxure Panel Server Advanced (EnerlinX Series),A firm fixed price quote with your proposed delivery schedule.,2026-06-26 09:36:38
PEL-000329,CGS-000329,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,EcoStruxure Panel Server Advanced (EnerlinX Series),Provide a completed and signed copy of the following aNached documents:,2026-06-26 09:36:38
PEL-000330,CGS-000330,Commercial,Pricing Schedule,Pricing,unit price,0.9,yes,no,4,3,4,EcoStruxure Panel Server Advanced (EnerlinX Series),Attachment C- RFP481393 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Advanced (EnerlinX Series) or domestic equivalent PAS800L-ESX Schneider Electric 41 Total,2026-06-26 09:36:38
PEL-000331,CGS-000331,Supplier Qualification,Certification Requirement,Eligibility,certification,0.9,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),REPRESENTATIONS AND CERTIFICATIONS - ABBREVIATED Offeror (legal business name):,2026-06-26 09:36:38
PEL-000332,CGS-000332,Supplier Qualification,SAM Registration,Eligibility,system for award management,0.9,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),You are required to register in SAM (System for Award Management) and to maintain your registration annually.,2026-06-26 09:36:38
PEL-000333,CGS-000333,Administrative,Short Administrative Expression,Review,,0.45,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"If the items are Trigger List items, provide the following information:",2026-06-26 09:36:38
PEL-000334,CGS-000334,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"In the event of a conflict between the version or date of a clause set forth in this document and the version or date of a clause set forth in the identified Terms and Condition, the version or date of the clauses set forth in this document shall take precedence.",2026-06-26 09:36:38
PEL-000335,CGS-000335,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"This document includes clauses that flow-down ORNL's mandatory US Government regulatory and customer obligations as defined in its contract with DOE to manage and operate Oak Ridge National Laboratory, Contract No.",2026-06-26 09:36:38
PEL-000336,CGS-000336,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"To the extent that any clause included in this document is inapplicable to the performance of this contract, the parties shall consider such clauses to be self-deleting and shall not impose any obligations upon the Seller.",2026-06-26 09:36:38
PEL-000337,CGS-000337,Administrative,Short Administrative Expression,Review,,0.45,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"""Government"" shall mean Company and/or Government;",2026-06-26 09:36:38
PEL-000338,CGS-000338,Legal and Compliance,Subcontracting Limitation,Compliance,subcontractor,0.9,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"and ""Contracting Officer"" shall mean Company's Procurement Officer Applicable to all UT- Battelle subcontracts based on thresholds defined below 52.203-6 RESTRICTIONS ON SUBCONTRACTOR SALES TO THE GOVERNMENT (JU",2026-06-26 09:36:38
PEL-000339,CGS-000339,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"DEFINITIONS Unless otherwise indicated, the following terms shall have the meanings below:",2026-06-26 09:36:38
PEL-000340,CGS-000340,Administrative,Short Administrative Expression,Review,,0.45,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),(a) Government means the United States of America and includes the U.S.,2026-06-26 09:36:38
PEL-000341,CGS-000341,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"(d) Agreement means Purchase Order, Subcontract, Price Agreement or any supplement and/or modification thereof.",2026-06-26 09:36:38
PEL-000342,CGS-000342,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"RESOLUTION OF DISPUTES The parties agree that substantive issues presented for mediation, arbitration, dispute, claim, litigation, or other effort at resolution shall be determined in accordance with Federal law.",2026-06-26 09:36:38
PEL-000343,CGS-000343,Administrative,Short Administrative Expression,Review,,0.45,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"To the extent there is no Federal law, Tennessee state law shall apply.",2026-06-26 09:36:38
PEL-000344,CGS-000344,Legal and Compliance,Subcontracting Limitation,Compliance,subcontractor,0.9,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),"There shall be no interruption in the performance of the work, and Seller shall proceed diligently with the performance of this Agreement pending final resolution of any dispute arising under this Agreement between the parties hereto or between Seller and its lower-tier subcontractors.",2026-06-26 09:36:38
PEL-000345,CGS-000345,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,EcoStruxure Panel Server Advanced (EnerlinX Series),2.1 ORDER OF PRECEDENCE Any inconsistencies between sections of the Agreement shall be resolved in accor,2026-06-26 09:36:38
PEL-000346,CGS-000346,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,Tony Benson tony.d.benson.civ@us.navy.mil ONLY THE FOLLOWING LIST OF CONTRACTORS MAY SUBMIT A PROPOSAL FOR THIS PROJECT:,2026-06-26 09:36:38
PEL-000347,CGS-000347,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Repair BEQ HP135,25-0011 GENERAL REQUIREMENTS NAVFAC Solicitation No.:,2026-06-26 09:36:38
PEL-000348,CGS-000348,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Repair BEQ HP135,Use the attached pricing sheet with your proposal.,2026-06-26 09:36:38
PEL-000349,CGS-000349,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,"Report Cover Page AE Design Repair G702 and HP135 Geotechnical Engineering Report MCAS New River & MCB Camp Lejeune, North Carolina November 25, 2025",2026-06-26 09:36:38
PEL-000350,CGS-000350,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,"317-C Pollock Street New Bern, North Carolina 25860 Geotechnical Engineering Report AE Design Repair G702 and HP135",2026-06-26 09:36:38
PEL-000351,CGS-000351,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,"25-0011 BASIS OF DESIGN Final Submittal UNCLASSIFIED//FOR OFFICIAL USE ONLY Repairs BEQ HP135 MBF Architects, P.A.",2026-06-26 09:36:38
PEL-000352,CGS-000352,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,ACI 318-19 Building Code Requirements for Structural Concrete ACI 360R-10 Guide to Design of Slabs-on-Ground ADA/ABA Americans with Disabilities Act (ADA) and Architectural Barrier Act (ABA) Accessibility Guidelines ASCE 7-22 Minimum Design Loads for Buildings and Other Structures ASHRAE 55 - 2023 - Thermal Environmental Conditions for Human Occupancy ASHRAE 62.1 - 2019 - Ventilation for Acceptable Indoor Ai,2026-06-26 09:36:38
PEL-000353,CGS-000353,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Repair BEQ HP135,"ACM REMAINS, ADDL SAMPLING, ACM INCLUDES:",2026-06-26 09:36:38
PEL-000354,CGS-000354,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Repair BEQ HP135,"ACM REMAINS, ADDL SAMPLING AND CONFIRMATIONS, ACM INCLUDES:",2026-06-26 09:36:38
PEL-000355,CGS-000355,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,FLOOR TILE MASTIC LIGHT FIXTURE HEAT SHIELDS ROOFING SEALANTS FEB06 MATRIX ACM IDENTIFIED INCLUDES:,2026-06-26 09:36:38
PEL-000356,CGS-000356,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,Refer to survey findings for additional information or contact the Asbestos Program Manager.,2026-06-26 09:36:38
PEL-000357,CGS-000357,Metadata,Table of Contents,Document Structure,table of contents,0.9,no,yes,1,0,1,Repair BEQ HP135,"within interior design HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package Sealed Final Submittal May 2026 Table of Contents 1.",2026-06-26 09:36:38
PEL-000358,CGS-000358,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,"Finish Boards within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design Point of Contact List A&E Architect Base Architectural Supervisor John Schmied, AIA, LEED AP BD+C Cathy Martin MBF Architects Architectural Design Branch/Public 317-C Pollock Street Works Division New Bern, NC 28560 1005 Michael Road (252) 637-6373 Camp Lejeune, North Carolina schmied@mbfarchitects.com 28547 (910) 451-0394 catherine.martin@usmc.mil A&E Interior Designer Jamie Kissel, NCIDQ, CID Within Interior Design 1008 Granby Street Norfolk, VA 23510 (757) 224-0489 jkissel@withindesigns.com within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design SID Narrative INTERIOR DESIGN CRITERIA Interior Design work will comply with the latest edition of the following codes and standards:",2026-06-26 09:36:38
PEL-000359,CGS-000359,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,FC 1-300-09N Navy & Marine Corps Design Requirements UFC 1-200-01 DoD Building Code UFC 3-120-01 Design:,2026-06-26 09:36:38
PEL-000360,CGS-000360,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,Sign Standards UFC 3-120-10 Interior Design UFC 3-190-06 Protective Coatings and Paints INTERIOR BASIS OF DESIGN This Basis of Design Narrative outlines the proposed Structural Interior Design requirements for Repairs to BEQ H,2026-06-26 09:36:38
PEL-000361,CGS-000361,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,30 JUNE 2004 APPENDIX D BUILDING INFORMATION CHECKLIST Use Appendix D as a checklist of required information to be entered into the real property database.,2026-06-26 09:36:38
PEL-000362,CGS-000362,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,Provide this information for each Real Property Facility listed on the DD Form 1354 in a format that allows easy data entry into the real property system.,2026-06-26 09:36:38
PEL-000363,CGS-000363,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,"Normally this information is provided by the A/E electronically, often in XML format or GIS compatible format.",2026-06-26 09:36:38
PEL-000364,CGS-000364,Metadata,Table of Contents,Document Structure,table of contents,0.9,no,yes,1,0,1,Repair BEQ HP135,"25-0011 MCB Camp Lejeune, NC 15 May 2026 PROJECT TABLE OF CONTENTS DIVISION 01 - GENERAL REQUIREMENTS 01 11 00 08/25 SUMMARY OF WORK 01 14 00 04/22 WORK RESTRICTIONS (MCBL) 01 20 00 11/20, CHG 3:",2026-06-26 09:36:38
PEL-000365,CGS-000365,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Repair BEQ HP135,"02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, CHG 7:",2026-06-26 09:36:38
PEL-000366,CGS-000366,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,"08/20 SMALL PROJECT CONSTRUCTION PROGRESS SCHEDULES 01 33 00 04/22 SUBMITTAL PROCEDURES SUBMITTAL REGISTER 01 33 29 02/21 SUSTAINABILITY REQUIREMENTS AND REPORTING 01 35 26 11/20, CHG 3:",2026-06-26 09:36:38
PEL-000367,CGS-000367,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,02/22 GOVERNMENTAL SAFETY REQUIREMENTS 01 42 00 02/19 SOURCES FOR REFERENCE PUBLICATIONS 01 45 00 08/23 QUALITY CONTROL SCHEDULE OF FIRE PROTECTION SYSTEM INSPECTIONS 01 50 00 12/21 TEMPORARY CO,2026-06-26 09:36:38
PEL-000368,CGS-000368,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,"ECS Southeast, LLC (ECS) is pleased to provide MBF Architects PA with the results of the above referenced Asbestos and Lead-Paint Survey performed for the Repair BEQ HP135 project located at Marine Corps Base Camp Lejeune in Jacksonville, North Carolina.",2026-06-26 09:36:38
PEL-000369,CGS-000369,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,"This report summarizes our observations, analytical results, findings, and recommendations related to the work performed.",2026-06-26 09:36:38
PEL-000370,CGS-000370,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Repair BEQ HP135,The workdescribedinthisreportwasperformedbyECSingeneralaccordancewiththeScopeofServices described in ECS Proposal Number 49:50782P and the terms and conditions of the agreement authorizing those services.,2026-06-26 09:36:38
PEL-000371,CGS-000371,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,ECS appreciates this opportunity to provide MBF Architects PA with our services.,2026-06-26 09:36:38
PEL-000372,CGS-000372,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Repair BEQ HP135,"Dawson Jenny Clark, REM Environmental Project Manager Associate Environmental Principal bdawson@ecslimited.com jclark@ecslimited.com 910-686-9114 404-640-9257 6714 Netherlands Drive, Wilmington, North Carolina 28405 • T:910-686-9114",2026-06-26 09:36:38
PEL-000373,CGS-000373,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Secure Document Destruction - No Cost,"This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in FAR Subpart 12.6, Streamlined Procedures for Evaluation and Solicitation for Commercial Products and Commercial Services as supplemented with additional information included in this notice.",2026-06-26 09:36:38
